Data,Client,project,BaseModelName,EvalDataSize,C-BLEU,METEOR,ROUGE-L
JavaOnly,Fed,ExoPlayer,NousResearch/Llama-2-7b-hf,285,1.4054369767260529e-232,0.00811543448074661,"{'rouge-1': {'r': 0.00023391812865497077, 'p': 4.1771094402673345e-05, 'f': 7.088427238896252e-05}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.00023391812865497077, 'p': 4.1771094402673345e-05, 'f': 7.088427238896252e-05}}"
JavaOnly,Fed,dagger,NousResearch/Llama-2-7b-hf,9,0,0.005811060131575754,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}"
JavaOnly,Fed,kafka,NousResearch/Llama-2-7b-hf,327,0,0.005942479496993747,"{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}"
JavaOnly,Fed,guava,NousResearch/Llama-2-7b-hf,203,2.264030571468326e-232,0.011043374931000991,"{'rouge-1': {'r': 0.002034080701628461, 'p': 0.0003299539994186092, 'f': 0.0005263304922214845}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0014183171548304313, 'p': 0.0002781002270566699, 'f': 0.000430677902427616}}"
JavaOnly,Fed,spring-framework,NousResearch/Llama-2-7b-hf,994,1.4670351624537502e-232,0.00692230154302368,"{'rouge-1': {'r': 0.00027833540781940563, 'p': 5.350096838638352e-05, 'f': 8.767451335639135e-05}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.00027833540781940563, 'p': 5.350096838638352e-05, 'f': 8.767451335639135e-05}}"
JavaOnly,Fed,spring-boot,NousResearch/Llama-2-7b-hf,161,1.626330724330584e-232,0.009977979568438449,"{'rouge-1': {'r': 0.0008873114463176574, 'p': 7.668123610152595e-05, 'f': 0.00014116317554604548}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0008873114463176574, 'p': 7.668123610152595e-05, 'f': 0.00014116317554604548}}"
JavaOnly,Fed,spring-security,NousResearch/Llama-2-7b-hf,207,1.5215985430325821e-232,0.005913359737701701,"{'rouge-1': {'r': 0.0006038647342995169, 'p': 5.139274334463973e-05, 'f': 9.472387290655634e-05}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0006038647342995169, 'p': 5.139274334463973e-05, 'f': 9.472387290655634e-05}}"
JavaOnly,Fed@BEST (2),dubbo,NousResearch/Llama-2-7b-hf,108,0.017547097725028948,0.13351193404465966,"{'rouge-1': {'r': 0.1982448736286456, 'p': 0.216706326081326, 'f': 0.190319326395006}, 'rouge-2': {'r': 0.06342191913358015, 'p': 0.06720498244191053, 'f': 0.058684065953723774}, 'rouge-l': {'r': 0.1784935215856269, 'p': 0.19482915489859925, 'f': 0.1705722032678295}}"
JavaOnly,Fed@BEST (2),flink,NousResearch/Llama-2-7b-hf,977,0.02641272514765915,0.17669491181831992,"{'rouge-1': {'r': 0.21535812034270146, 'p': 0.2634869475378961, 'f': 0.2207304706794327}, 'rouge-2': {'r': 0.08260745843476056, 'p': 0.0949898347226115, 'f': 0.08138461398559915}, 'rouge-l': {'r': 0.19717641126757324, 'p': 0.24071578498365, 'f': 0.20163051202760962}}"
JavaOnly,Fed@BEST (2),ExoPlayer,NousResearch/Llama-2-7b-hf,285,0.02320452937960515,0.18632440851436738,"{'rouge-1': {'r': 0.2244316867215395, 'p': 0.2673894235626352, 'f': 0.22551969096015467}, 'rouge-2': {'r': 0.08772155351580574, 'p': 0.1004057301896159, 'f': 0.08617973513681727}, 'rouge-l': {'r': 0.2023835798184546, 'p': 0.24165678731916293, 'f': 0.2027958514614437}}"
JavaOnly,Fed@BEST (2),dagger,NousResearch/Llama-2-7b-hf,9,2.906292958329414e-79,0.06281161508965247,"{'rouge-1': {'r': 0.09597478544846966, 'p': 0.21164021164021163, 'f': 0.12642789126783427}, 'rouge-2': {'r': 0.03188405797101449, 'p': 0.06349206349206349, 'f': 0.040958604728702656}, 'rouge-l': {'r': 0.08002582213108529, 'p': 0.15873015873015872, 'f': 0.10200786684780985}}"
JavaOnly,Fed@BEST (2),kafka,NousResearch/Llama-2-7b-hf,327,0.03917172878024842,0.175772079750596,"{'rouge-1': {'r': 0.22585898611913105, 'p': 0.2741450885229082, 'f': 0.23057940390319887}, 'rouge-2': {'r': 0.09089960877004855, 'p': 0.10769887137801303, 'f': 0.0893588715082167}, 'rouge-l': {'r': 0.20215771231211438, 'p': 0.24477096174850224, 'f': 0.20642986710347963}}"
JavaOnly,Fed@BEST (2),guava,NousResearch/Llama-2-7b-hf,203,0.011543089396948028,0.13217668321412301,"{'rouge-1': {'r': 0.1840335343851381, 'p': 0.26730075500178363, 'f': 0.20093916879746523}, 'rouge-2': {'r': 0.057870424401671235, 'p': 0.07523720494582752, 'f': 0.060251034589393224}, 'rouge-l': {'r': 0.16023271533808994, 'p': 0.23519122603627093, 'f': 0.1750548535724081}}"
JavaOnly,Fed@BEST (2),spring-framework,NousResearch/Llama-2-7b-hf,994,0.045942058469816,0.21672795603997191,"{'rouge-1': {'r': 0.25625688355404763, 'p': 0.3466842641283246, 'f': 0.277044624010299}, 'rouge-2': {'r': 0.10642492753785543, 'p': 0.14734843982004894, 'f': 0.11340754698875243}, 'rouge-l': {'r': 0.23334684232237854, 'p': 0.3183141496259759, 'f': 0.25314419979032815}}"
JavaOnly,Fed@BEST (2),spring-boot,NousResearch/Llama-2-7b-hf,161,0.042081736568130836,0.19482535458018907,"{'rouge-1': {'r': 0.2319703672916469, 'p': 0.2861782310389803, 'f': 0.24287553430390363}, 'rouge-2': {'r': 0.1067043433366049, 'p': 0.12575784120611536, 'f': 0.10880388342204815}, 'rouge-l': {'r': 0.2162110930742068, 'p': 0.2678362900262318, 'f': 0.22623367394135854}}"
JavaOnly,Fed@BEST (2),spring-security,NousResearch/Llama-2-7b-hf,207,0.06267718882430119,0.22995618932472314,"{'rouge-1': {'r': 0.29448393565872366, 'p': 0.3909415487420603, 'f': 0.3161071155720193}, 'rouge-2': {'r': 0.1346189386536459, 'p': 0.18087136646442517, 'f': 0.14296720346297825}, 'rouge-l': {'r': 0.2721300842526221, 'p': 0.36313765053108615, 'f': 0.2924122804558722}}"
